GNa,GNaL,Gto,GKr,GKs,GKur,GK1,GCaL,Pnak,Gncx,GpCa,Rel,SERCA,Leak
0.77069,0.8804,0.34065,1.1127,1.9054,0.42979,1.8945,0.61321,1.0022,1.5072,0.87299,0.99693,0.8687,0.98489
1.0398,1.1078,0.35869,1.1668,1.7612,0.44265,2.2483,0.63424,0.97881,1.407,1.0303,0.91074,1.1001,1.4168
0.94715,1.095,0.32673,1.0647,1.6828,0.48082,2.0939,0.56559,0.86112,1.7202,0.70034,1.096,1.203,1.0029
0.71793,0.80629,0.28349,0.89413,2.0511,0.48172,2.5572,0.57245,1.0225,1.3892,1.0238,0.99647,1.0976,1.0289
0.73883,1.0616,0.29157,0.7828,2.3358,0.47714,1.8726,0.57294,0.94757,1.3245,1.2385,1.2965,0.81026,1.3682
0.76777,1.1354,0.27939,1.007,1.9985,0.43803,1.8965,0.55104,1.163,1.7629,1.1785,0.97051,1.0211,1.3733
0.664,0.97262,0.28927,1.0418,2.1884,0.409,2.146,0.50914,1.0275,1.4009,1.0854,1.0024,1.3026,1.1773
0.71183,1.0849,0.32252,0.92843,2.191,0.44422,2.2834,0.55645,0.87487,1.6838,0.88095,0.84217,1.0885,1.3374
0.96137,1.0905,0.28726,1.0886,1.7096,0.47313,2.106,0.6207,0.76594,1.2334,0.99044,1.114,1.1687,1.2774
1.0309,1.0472,0.3011,1.0884,2.1086,0.38227,1.7917,0.57961,0.93964,1.4737,0.84355,0.81236,1.0479,1.4433
0.82838,0.91298,0.27629,0.95155,1.8884,0.51233,1.9392,0.62553,1.1811,1.5896,0.99183,1.0034,1.0653,1.1307
0.73892,0.87911,0.27717,1.0934,1.9195,0.44246,1.7908,0.56931,0.96033,1.4776,1.0461,1.1019,0.97655,1.1787
1.112,0.96784,0.31197,1.0172,2.4935,0.43052,1.7354,0.65254,0.89263,1.3788,1.3831,1.0497,1.0794,1.1968
0.90807,0.88109,0.24689,1.0444,2.5979,0.40633,1.8966,0.54458,0.96583,1.2267,1.026,1.0991,0.87578,1.0524
0.93713,0.9628,0.28501,0.80494,2.1863,0.43757,2.024,0.54564,0.98886,1.4591,0.8021,0.97308,1.2843,1.3985
0.8725,0.93077,0.27678,1.1113,1.8679,0.39303,1.8457,0.5282,0.86444,1.2208,1.1928,1.1387,0.96611,1.2312
0.93379,0.95495,0.27619,0.99204,2.3766,0.42557,1.8943,0.61316,1.0725,1.164,0.88431,0.9451,1.2352,0.95723
0.82959,0.93258,0.31326,0.9616,1.7046,0.3934,1.9791,0.55607,1.0296,1.3758,0.77198,0.81439,0.96542,1.3945
0.81486,0.92782,0.27286,0.95085,1.7092,0.40224,2.1116,0.51487,0.95049,1.2286,0.91736,0.89484,1.2361,1.0998
0.79203,1.0186,0.27918,0.85169,2.4053,0.38838,2.3139,0.54142,1.1078,1.5133,0.83326,1.0048,1.1378,1.4236
0.8,0.93612,0.29538,0.93314,1.837,0.47657,1.823,0.59599,1.2069,1.4956,0.74666,0.97053,0.81526,1.3794
0.78983,1.2357,0.34118,0.79276,1.7667,0.49443,2.2094,0.61893,1.2131,1.6568,0.95788,1.1981,1.1238,1.4911
0.84375,0.97406,0.26056,0.96013,2.4429,0.40672,2.2879,0.56565,1.0263,1.2207,0.96146,0.98434,1.2929,1.3385
0.91961,0.95635,0.29061,1.004,2.1285,0.40996,2.111,0.66437,1.0884,1.5416,0.82531,0.9621,0.83689,1.2908
0.92238,0.8327,0.25208,1.0716,1.9866,0.48257,1.8725,0.62311,0.92789,1.438,0.92384,0.79339,1.1969,1.2434
0.85387,1.2532,0.30668,1.212,1.7628,0.49668,2.1415,0.63763,0.97312,1.3661,0.78844,0.86466,0.87416,1.4061
0.71669,0.94199,0.28614,0.75539,2.8185,0.51466,2.1261,0.62977,0.92771,1.2206,0.94277,0.93925,0.74637,1.1926
0.96649,0.85901,0.36532,1.0171,1.9162,0.43616,2.1141,0.60226,1.036,1.6546,1.0543,0.90937,0.97802,1.2531
0.85119,0.79595,0.32079,0.98952,1.6189,0.4725,1.9084,0.58652,1.0539,1.7608,0.87041,1.0285,0.91671,1.0893
0.65013,0.93015,0.22101,0.88311,1.8669,0.42254,2.2787,0.5473,0.93936,1.6153,1.1167,0.88951,1.0948,1.4229
0.87006,0.91086,0.37153,0.84728,1.9668,0.44854,2.1425,0.65118,1.1126,1.4134,1.0874,0.92972,0.99355,1.0974
0.76428,1.0587,0.30051,0.8036,2.1575,0.4081,2.2089,0.54733,1.1142,1.2128,1.0274,1.1686,0.99898,1.1969
0.71793,0.94134,0.32814,1.0057,2.1157,0.44334,2.0369,0.58141,1.0696,1.5697,1.0893,0.90688,1.0058,0.99167
1.0749,1.1529,0.33049,1.097,2.1563,0.42728,2.0638,0.58655,0.85058,1.4483,1.1344,1.0169,0.95531,1.2382
0.83576,1.0729,0.27096,1.0411,1.767,0.52411,1.949,0.68275,0.9389,1.6851,1.1332,0.86844,1.0317,1.396
0.89604,0.82239,0.2892,1.0917,1.5863,0.39882,1.8418,0.59157,0.9428,1.4484,1.009,1.0488,0.93689,1.3828
0.95229,0.9765,0.33991,1.325,2.0426,0.40377,2.0722,0.58994,0.95669,1.5727,1.028,1.2019,1.0292,1.3064
0.80843,0.82435,0.25657,1.0744,2.9812,0.39176,1.9893,0.53978,1.0532,1.5373,0.81534,1.0783,1.2664,1.4079
0.7788,1.1789,0.31281,1.0222,1.6578,0.42331,2.0776,0.54988,0.9324,1.3763,0.75657,1.0678,1.0698,1.2227
0.81169,1.2145,0.27417,0.94385,2.2242,0.45426,2.105,0.57283,0.88217,1.35,0.98576,0.97182,0.97986,1.4018
0.93367,1.0337,0.34803,1.2824,2.2686,0.41885,1.7683,0.61978,0.97107,1.6843,0.90218,0.89473,1.0403,1.1497
0.88225,0.87424,0.26426,0.79536,2.1146,0.51696,2.1514,0.65002,1.0408,1.8436,1.1412,0.87477,1.0043,1.5063
0.74602,1.0061,0.29182,0.96111,1.9975,0.54291,1.989,0.56164,0.96114,1.826,0.96975,1.253,0.99704,1.4603
0.81876,0.87901,0.25817,0.8831,1.5319,0.55658,2.132,0.64502,0.88889,1.6043,1.134,1.2612,0.93878,1.2865
0.84474,1.0973,0.27515,1.0462,1.8416,0.47358,2.2137,0.63038,1.1379,1.5679,1.0514,0.84674,0.793,1.373
0.79016,0.92876,0.31273,1.0643,2.1789,0.4209,2.1474,0.54351,1.0152,1.6252,0.89424,1.1827,1.1218,1.3898
0.98819,1.0826,0.27137,1.1304,1.916,0.46027,2.1179,0.58601,0.88343,1.5108,0.94097,0.80263,1.0754,1.1846
0.65345,0.90458,0.2937,1.0088,1.9735,0.37283,1.7415,0.50913,1.2308,1.373,0.92476,1.2391,1.0549,1.3118
0.99957,1.0698,0.25032,0.95461,1.7836,0.50511,2.0975,0.63838,0.8441,1.328,0.90904,0.97547,1.0435,1.2508
0.70324,0.94771,0.29105,0.83189,1.905,0.51589,2.2316,0.61858,0.9787,1.4582,0.9979,0.75413,0.88481,1.5377
0.84251,0.91509,0.29493,0.79953,2.3419,0.36073,1.8849,0.48136,0.91904,1.3344,0.86221,0.95153,1.0864,1.6639
0.77763,1.0773,0.34139,0.96477,1.7283,0.44242,2.0193,0.55027,0.9957,1.6385,0.95242,0.95712,0.97212,1.1619
0.96439,1.0646,0.2943,0.97251,2.3772,0.44521,2.0596,0.61581,0.85366,1.5343,0.86205,1.0248,0.95593,1.305
0.88709,1.0944,0.29165,1.1154,1.6601,0.36804,1.9936,0.51101,0.82299,1.1513,0.97192,1.0986,0.98938,1.1968
0.86487,0.91775,0.35214,0.95668,1.8866,0.41456,2.5144,0.6164,1.0783,1.5695,1.1255,1.0267,0.92394,1.162
0.77871,0.98849,0.30281,1.04,1.8939,0.45891,1.8165,0.59958,0.95022,1.4539,1.0554,0.95298,1.0999,1.204
0.83142,1.0107,0.33519,1.2344,2.1365,0.39937,1.7267,0.49554,0.95828,1.6368,1.0289,1.2781,1.0483,1.3468
0.88507,1.0107,0.34388,0.91654,2.0682,0.523,2.1152,0.70087,1.0126,1.4,0.92431,1.0286,1.0193,1.4089
0.92831,1.0025,0.31261,0.89275,2.5121,0.40628,2.442,0.53429,0.9273,1.7052,1.1221,1.1446,1.0425,1.0621
0.84349,0.98099,0.2591,1.0187,2.1593,0.46833,1.7217,0.52902,0.96775,1.4545,0.98551,1.0121,1.3745,0.98772
0.89253,0.96824,0.25633,0.99269,1.906,0.40788,2.1078,0.56787,0.97314,1.3914,0.88248,1.0685,1.0434,1.1781
0.88834,1.0622,0.28877,1.1642,1.6954,0.44686,2.002,0.56244,0.93136,1.5027,0.92143,0.8508,0.85653,1.3122
0.71116,1.0042,0.29991,1.1151,1.7596,0.51435,2.3109,0.59269,0.96273,1.4539,0.98399,1.0348,0.94121,0.97693
0.77715,1.0624,0.23781,1.0074,2.2148,0.51235,1.9992,0.63903,1.0009,1.6432,0.79734,0.99771,0.99663,1.1835
0.93144,0.99286,0.30207,1.0076,2.9167,0.39844,1.5847,0.53723,1.0024,1.4695,1.0631,0.987,0.87518,0.90924
0.78869,1.2189,0.33355,0.83618,1.9517,0.4779,2.3766,0.58802,0.91656,1.2571,1.0271,1.2407,0.98262,0.85683
0.87233,0.98384,0.28959,1.0806,1.8526,0.4649,2.1348,0.64247,0.99911,1.6158,0.88903,0.99398,0.88154,1.1349
0.74025,0.99281,0.32894,0.91129,1.9735,0.39089,1.7977,0.54977,1.0788,1.118,0.85104,0.80873,0.95268,1.3006
0.82126,0.95134,0.36372,1.051,1.6706,0.43942,2.0685,0.60173,1.1184,1.6498,0.76766,0.99245,0.88072,1.1429
0.99136,0.9679,0.31256,1.0119,2.1951,0.48604,2.214,0.63832,0.88928,1.5335,1.0432,1.0338,0.96334,1.2707
0.98101,1.1529,0.25826,0.92111,2.1273,0.53416,1.7887,0.62005,0.91829,1.5649,1.1438,0.89837,0.98353,1.1436
0.87557,1.1991,0.25037,0.84191,2.175,0.49684,1.8183,0.57655,1.0107,1.6533,0.97401,1.07,1.018,1.0952
0.82124,1.1152,0.29376,1.0016,2.1907,0.46596,2.0246,0.5752,0.95671,1.4848,1.0225,1.0856,1.1549,1.4306
0.88854,1.1824,0.35182,1.0373,1.7634,0.35952,2.0802,0.60057,0.87754,1.3756,0.96665,0.96631,0.93765,1.3106
0.7756,1.4513,0.33781,1.1531,2.01,0.42659,2.0739,0.60287,0.86444,1.4317,0.97717,1.1469,1.1298,0.92519
1.0043,0.97278,0.33804,0.83495,2.0855,0.38185,2.0567,0.6076,0.89677,1.4435,0.97681,1.2374,0.80669,1.174
1.0051,1.1617,0.30504,1.1986,1.5526,0.48825,1.7687,0.61283,0.93942,1.7228,1.1216,1.1359,0.83417,1.3831
0.80667,0.92938,0.22722,1.0536,2.6126,0.472,2.0397,0.5655,0.83802,1.277,1.09,1.0872,1.0476,1.1127
0.8824,0.97956,0.28326,0.85301,2.3995,0.41914,2.2239,0.52557,0.82694,1.3968,0.95537,0.94979,1.1623,1.1537
0.97263,1.0845,0.32463,0.91219,1.6782,0.42057,2.3379,0.54253,0.69614,1.3246,1.1825,1.0329,1.1379,1.0342
0.85658,0.92479,0.24436,1.0526,1.8637,0.53145,2.0525,0.65675,0.93296,1.4511,0.81327,1.1755,0.9824,1.3087
1.0152,0.95806,0.38343,1.1286,2.263,0.40374,1.8554,0.55877,0.91541,1.6149,1.1012,1.0069,1.2311,1.5572
0.86455,0.88504,0.35524,0.77086,2.4819,0.44186,1.7706,0.54666,0.96305,1.3823,0.94511,0.99762,1.1739,1.3217
0.78598,1.0417,0.32875,0.95848,2.4446,0.4064,2.1032,0.59479,1.0108,1.3713,0.9488,0.94246,0.90423,1.3425
0.90197,1.0587,0.27333,0.92748,2.125,0.4276,2.0682,0.60712,0.93295,1.4055,0.99907,1.2604,1.0088,1.2342
0.9561,0.75758,0.32915,0.80354,1.9987,0.46825,2.3016,0.59461,0.8528,1.5644,1.1167,0.98027,0.98587,1.1975
0.7751,0.81322,0.25583,0.85965,2.0253,0.39798,1.8939,0.55811,1.158,1.7137,1.001,0.87908,0.9569,1.4115
0.82336,1.0614,0.27919,0.88767,1.7365,0.50399,1.9282,0.58148,0.89324,1.3993,1.2943,1.0658,1.1283,1.0856
0.86417,0.80119,0.2992,0.87333,2.0683,0.40509,2.0566,0.5486,0.89956,1.2791,0.92108,1.202,1.0907,0.94595
0.81688,0.92681,0.31195,0.8972,1.9353,0.35293,2.3061,0.52723,0.99247,1.3902,1.0081,1.1197,0.95858,1.2022
0.78431,1.176,0.23816,1.0848,1.7602,0.47266,2.1736,0.5497,0.7018,1.2776,1.0885,0.872,1.328,1.2722
0.90789,0.93847,0.26851,0.831,1.9968,0.52444,2.3653,0.73325,0.93133,1.2051,1.1089,1.0663,1.1462,1.385
0.77089,1.1401,0.36587,0.95518,2.3959,0.48205,2.0684,0.64647,0.86663,1.3966,1.0865,0.97579,1.0439,1.1601
0.79684,0.96891,0.26692,0.90989,2.3304,0.51386,1.9495,0.68361,1.0414,1.6473,1.0612,0.80351,0.95146,1.281
0.99237,1.0761,0.30404,1.0814,2.1098,0.47836,1.6399,0.62263,1.0232,1.5425,1.2048,1.1173,0.94807,1.2579
0.92193,1.174,0.3138,0.94446,2.0519,0.45314,1.7895,0.57414,0.89915,1.3748,1.0059,0.95725,1.1779,1.1079
0.91264,0.96618,0.28367,1.0718,1.6751,0.52775,2.1878,0.61263,0.80407,1.4533,0.9003,1.116,1.0232,1.1382
0.86746,1.0133,0.26052,0.88127,2.0449,0.48188,2.306,0.72008,0.93109,1.1692,1.0725,1.0546,0.9471,1.6001
0.85944,1.0153,0.32639,1.0965,2.537,0.41983,2.0391,0.52271,0.83155,1.6279,1.0554,1.0157,1.2279,1.2154
0.74778,0.94142,0.34659,0.73203,1.6362,0.42931,1.8837,0.61461,1.0789,1.3408,0.87018,1.1153,1.0907,1.4173
1.0291,0.91308,0.29324,0.99975,2.0871,0.42542,1.8888,0.56421,0.89846,1.5632,1.2993,1.0039,1.0838,1.0913
0.91993,1.0388,0.29823,1.1274,2.0348,0.4499,2.0478,0.60568,1.0952,1.5865,1.0423,0.81719,0.93681,1.3006
0.94288,0.90715,0.3117,0.88528,2.0303,0.31376,2.1242,0.60512,0.87636,1.307,0.97075,0.97663,1.0487,1.2512
0.72035,0.89567,0.32751,0.94162,1.9304,0.47685,2.2655,0.57973,0.99993,1.4963,1.1655,0.98296,0.99428,1.367
0.80886,1.0113,0.24169,1.3522,2.217,0.4686,2.8118,0.55586,0.82172,1.5012,0.9277,0.92814,1.0659,1.1736
0.80829,0.78961,0.25451,1.1352,2.0492,0.44415,2.3961,0.52405,0.74612,1.3886,0.81352,1.1966,1.0048,1.3742
0.75344,0.93402,0.35505,1.2085,2.5187,0.41304,1.79,0.57942,0.94019,1.1612,1.0637,0.81528,1.0981,1.0649
0.67146,1.1247,0.37113,1.0092,1.8467,0.39711,2.3266,0.52318,1.1171,1.7627,1.2083,1.0554,1.1423,1.5686
0.744,0.86376,0.28835,1.0459,1.9542,0.39382,1.8831,0.6015,1.0536,1.3257,1.0591,0.84702,0.96487,1.6106
0.7835,0.9581,0.28391,1.1187,2.1503,0.48648,1.7682,0.63266,0.95813,1.1101,0.97665,0.94007,0.88063,1.1269
0.92503,1.1012,0.35294,1.0285,2.1305,0.48353,1.8231,0.65121,0.98391,1.4535,1.0085,0.92717,1.2756,1.086
0.86676,0.80192,0.28414,0.71755,2.3254,0.52419,2.0241,0.64311,0.89103,1.2628,0.9108,0.92363,1.054,1.2099
0.76061,1.3099,0.30165,0.96217,2.1179,0.53786,1.987,0.62669,0.96613,1.4254,1.0146,0.97219,1.1351,1.3648
0.76909,1.0374,0.34427,1.1726,1.955,0.43219,2.0939,0.57107,1.0633,1.4517,1.075,1.034,1.2864,1.0587
1.0259,1.0903,0.29148,0.95474,1.8185,0.41734,1.7956,0.6062,0.9961,1.7062,0.99888,0.92517,1.0884,1.3279
0.87823,1.1442,0.27917,1.0526,1.9607,0.43677,1.6367,0.56311,1.0104,1.557,0.8681,0.90928,0.80069,1.178
0.96452,0.86643,0.27913,1.2438,2.5328,0.45007,1.6278,0.56473,0.97737,1.5393,0.96267,0.89868,1.0825,1.2803
0.71951,1.2328,0.25454,0.89164,2.2752,0.3785,2.2122,0.47314,0.94839,1.2217,0.99235,0.98401,1.173,1.1247
0.82384,0.7795,0.20409,0.85611,2.19,0.49988,2.5469,0.59483,0.87465,1.6856,0.87958,0.93834,1.0505,1.3507
0.92123,0.98044,0.27455,0.94315,2.312,0.36977,1.9748,0.51083,0.90701,1.6315,1.1278,1.0334,1.0355,1.139
0.89231,0.8648,0.35453,1.0374,2.3234,0.53154,1.8373,0.69338,1.093,1.3997,0.96058,1.0487,1.0194,1.0276
0.71774,0.9,0.32215,0.85821,2.0487,0.45473,2.008,0.56205,1.1329,1.4517,0.94704,0.95025,1.0084,1.454
0.86548,0.79093,0.31643,0.97824,1.9659,0.42356,2.0228,0.51585,0.89022,1.7796,0.91047,0.97633,0.93312,1.2435
0.83123,0.91543,0.24652,0.93809,1.8827,0.44906,1.9993,0.53845,0.90471,1.5954,1.2266,0.9419,0.90904,1.213
0.74411,0.90403,0.36456,0.98861,1.9808,0.40603,1.9515,0.6238,0.92439,1.3232,0.90581,0.94785,1.0069,1.5932
0.71214,1.0595,0.32348,1.0737,1.9801,0.42654,2.012,0.57688,1.0016,1.4495,1.012,1.052,0.99941,1.3765
0.80289,1.0212,0.25617,1.0065,1.6851,0.43951,2.0556,0.55875,1.168,1.5643,1.0225,0.99075,1.2461,1.5275
0.70905,0.93798,0.34997,1.0036,2.1409,0.4142,2.2885,0.54892,0.84355,1.2925,1.239,0.85399,1.0064,1.1518
0.86522,1.1765,0.21741,0.89027,2.0415,0.45528,2.0376,0.58028,0.94403,1.4054,1.097,1.0898,0.92402,1.5642
0.82407,1.0796,0.25467,0.97027,2.2589,0.42634,2.1157,0.6058,1.1131,1.2855,0.99691,0.96638,0.89298,1.5823
0.79746,0.98603,0.2748,0.94753,1.6302,0.4463,1.8681,0.52038,0.91896,2.0074,1.0702,1.0249,1.0423,1.3837
0.77134,0.91509,0.32755,0.83506,2.3144,0.49396,1.9259,0.59487,1.0275,1.6252,0.83313,0.98487,1.0682,1.0971
1.1264,1.1179,0.29365,1.0685,2.1478,0.36762,1.8751,0.62359,0.92554,1.488,0.81915,0.89709,1.066,1.2372
0.91614,1.2579,0.33441,0.84609,1.6547,0.45459,2.1875,0.60322,1.0595,1.6333,0.89431,1.0357,0.79617,1.214
0.89005,1.0416,0.24747,0.99053,2.2746,0.40934,2.0331,0.55692,0.83845,1.4651,1.0403,0.94263,1.3198,1.099
0.74684,0.94487,0.27605,0.97721,1.8375,0.43424,2.1272,0.57502,0.87965,1.4688,0.92963,0.94784,1.0989,1.293
0.95765,1.0531,0.35717,1.1399,1.7508,0.47747,1.7187,0.69875,1.0473,1.1761,1.0734,1.1369,0.9697,1.465
0.73168,1.0364,0.37828,1.0865,2.0208,0.39696,2.0106,0.53201,0.91826,1.5293,1.0838,1.0857,0.87151,1.3209
0.7254,1.0343,0.32588,0.93437,1.9245,0.45207,2.5499,0.5767,1.0583,1.2912,0.89036,1.2158,1.0528,1.4036
1.0221,0.94307,0.30288,1.201,1.87,0.41745,1.7887,0.65507,0.89566,1.3892,1.1756,0.89779,0.76226,1.048
0.78628,0.88219,0.27093,1.0889,2.06,0.52602,1.9694,0.57636,0.82833,1.5381,0.89594,0.9175,1.086,1.0893
0.76304,0.92093,0.36158,0.95564,2.1554,0.44196,1.7544,0.57131,1.0832,1.5309,1.013,1.026,0.98686,1.3806
0.8469,1.1546,0.27008,0.93154,2.2337,0.46762,1.8656,0.57851,0.88022,1.4962,1.1114,0.8503,0.84451,1.1619
0.96946,0.9916,0.36163,1.1934,1.5916,0.3277,1.7979,0.61892,1.0793,1.4219,0.83702,1.0252,0.84165,1.1117
0.871,0.81751,0.25719,1.0354,1.8068,0.44894,1.5905,0.56545,1.005,1.4741,0.95805,0.95966,1.1427,1.5172
0.80489,0.90043,0.34134,0.90205,2.1029,0.43536,2.104,0.53009,0.9027,1.4553,0.79597,0.99924,0.90707,1.2152
0.9779,0.83472,0.27115,0.97745,1.6394,0.45801,1.805,0.61239,0.91128,1.2579,0.99408,0.85321,0.96087,1.0533
0.73692,1.0067,0.32751,0.94445,2.1278,0.46423,2.004,0.58452,0.9793,1.3252,0.97308,0.85712,0.94794,1.3103
0.68327,0.99159,0.3195,1.0575,2.0438,0.44881,2.2653,0.55158,1.2416,1.7295,0.94576,0.88773,1.0617,1.2842
0.82267,0.99394,0.32128,0.77639,1.9011,0.4743,2.0328,0.65201,0.93547,1.375,1.1728,1.1247,0.85394,1.3574
0.65282,0.84044,0.30855,1.152,2.1844,0.45886,1.9695,0.54614,1.0845,1.3464,1.0858,1.221,1.0241,1.2308
0.83613,0.98955,0.28206,1.0288,2.248,0.42522,1.8699,0.54413,1.1238,1.6984,0.96103,0.91064,0.99254,1.1167
0.93968,0.8925,0.28223,1.0148,2.1058,0.42696,2.2426,0.70549,0.977,1.3445,0.8166,0.85335,1.0508,1.2343
0.7918,1.0205,0.2489,0.70337,2.0656,0.42847,2.0426,0.54922,0.93476,1.4991,1.0054,0.86453,1.0098,1.492
0.98369,1.0225,0.27623,0.77087,2.0316,0.42615,2.0833,0.57795,0.96172,1.3861,0.98945,1.0155,0.81654,1.3437
0.79368,0.84811,0.26337,1.0185,2.1295,0.3832,1.783,0.51144,0.95677,1.3182,1.0766,0.98331,0.97721,1.5018
0.7947,1.0015,0.38408,0.9458,1.8267,0.4242,2.5515,0.62146,0.91946,1.121,1.1454,0.92201,0.858,1.2636
0.78064,1.0163,0.28031,0.95552,1.5894,0.40356,1.8982,0.53409,0.98489,1.4788,0.73457,1.0681,1.0965,1.0558
0.92291,1.2287,0.25971,1.2189,1.8663,0.46661,2.0244,0.55978,0.82906,1.7104,1.0113,1.0866,1.2103,1.2354
0.7124,0.97906,0.31486,1.0974,2.7543,0.55572,2.153,0.59481,0.76408,1.3932,1.0201,0.92026,0.84207,1.1682
0.94472,0.97581,0.34552,1.1246,2.4548,0.47234,1.8634,0.59163,1.0064,1.6116,0.97062,0.97692,1.0887,1.1582
0.75469,0.93357,0.29423,0.95982,1.8647,0.48287,2.2942,0.57572,0.85957,1.5704,1.0351,1.2594,0.89381,1.526
0.87491,0.9942,0.27829,0.99531,2.2865,0.47653,2.2332,0.57684,0.83991,1.4789,0.75547,0.79682,0.86188,1.0935
0.98755,0.93793,0.33426,0.8803,2.0345,0.38394,1.9681,0.58606,1.0122,1.3847,1.1485,1.0167,0.92286,1.327
0.95473,0.9307,0.35631,1.1068,2.0185,0.44239,2.2529,0.6218,0.94946,1.4296,1.1982,1.0199,1.0994,1.4586
0.96028,0.7859,0.25528,1.0559,2.0562,0.4839,1.8815,0.6216,0.92922,1.4087,1.1769,1.159,0.98776,1.249
1.0346,1.1192,0.34067,1.1219,1.8999,0.48336,2.1615,0.66602,0.9597,1.5654,0.99318,1.0287,1.0813,1.3446
0.93334,0.97537,0.29015,1.2936,2.1699,0.39731,2.0065,0.58429,1.0231,1.352,1.038,0.96783,1.1459,1.0421
0.83096,1.0716,0.27144,0.95329,1.7267,0.52917,2.0914,0.58947,0.94448,1.5832,1.0562,1.1541,1.1419,1.4084
0.7799,0.87526,0.31779,1.2909,2.2812,0.44383,2.1486,0.66072,1.1216,1.3404,1.0218,1.0851,1.1105,1.3415
0.8189,0.94096,0.30156,0.92793,1.8325,0.45252,2.0807,0.58906,1.213,1.5588,1.0852,0.88943,1.0818,1.2759
0.89372,1.059,0.27404,1.0161,1.9727,0.52334,1.8771,0.63031,0.93142,1.505,1.1855,0.84013,1.1644,1.3253
0.98321,0.99143,0.29057,0.98122,2.24,0.42462,2.0274,0.6039,0.84216,1.2317,1.1515,1.0252,1.0627,1.3184
1.0633,1.0852,0.39445,0.8748,1.7745,0.43004,2.24,0.55763,0.73532,1.5502,1.1908,0.93346,1.357,1.7536
0.89167,0.97716,0.32344,1.039,2.1479,0.50223,1.9665,0.68433,1.0684,1.2405,1.0779,0.84416,1.0769,1.4182
0.72691,1.044,0.25555,1.0041,2.0596,0.53683,2.3451,0.60503,0.96469,1.3981,0.66123,1.1817,0.95535,1.1952
0.73738,1.1266,0.26198,0.93583,1.9202,0.50264,2.1865,0.58813,0.96601,1.2898,0.88761,1.1327,0.93156,1.3515
0.72171,1.3157,0.24766,0.82633,2.0551,0.47508,2.1509,0.54593,1.0606,1.607,1.0472,1.0174,0.85005,1.1825
0.73209,0.93672,0.26064,1.1086,2.1212,0.51682,2.2155,0.5199,0.72808,1.8814,0.86019,1.0508,0.94857,1.1218
0.75785,0.84243,0.25237,0.92505,2.2444,0.43914,1.7246,0.5662,1.0103,1.2589,1.0359,0.89493,1.1267,1.0964
0.78516,1.0405,0.30137,1.2152,2.3232,0.45409,1.9546,0.6938,1.3791,1.7059,1.0999,0.9135,1.0086,1.1032
0.87681,1.1978,0.24381,0.95163,2.2206,0.42294,1.8546,0.50479,0.94321,1.7804,1.1359,0.90344,1.122,1.1571
0.94436,0.86286,0.36323,0.97629,1.8105,0.47698,1.9261,0.58158,0.95594,1.9361,0.95232,1.1033,0.85771,1.2063
